#Selection name: Selection 4
#Area (µm^2): 3190188.54
Cell ID,Cluster,Transcripts,Area (µm^2)
mhopjadl-1,Cluster 1,4,76.36
mhoadagi-1,Cluster 2,0,48.59
hijccikb-1,Cluster 2,0,53.47
glenmgmn-1,Cluster 2,0,80.83
mjnbfhbo-1,Cluster 1,5,25.06
glhpjnhb-1,Cluster 2,1,84.22
glemppmo-1,Cluster 2,0,49.08
mhoedbgn-1,Cluster 1,15,113.34
glelmaif-1,Cluster 2,0,56.40
mhonjaii-1,Cluster 1,9,75.14
gliabecp-1,Cluster 2,2,69.36
gnnhecbe-1,Cluster 2,2,69.90
glemojjh-1,Cluster 2,0,119.08
glhhhkmo-1,Cluster 2,2,60.15
gljemjpp-1,Cluster 2,0,67.87
glfeadmj-1,Cluster 2,0,98.08
mhochodj-1,Cluster 1,16,141.84
glfagond-1,Cluster 2,0,61.95
glfbmjdh-1,Cluster 2,0,80.02
odjhckjg-1,Cluster 2,0,64.30
gmpapbpl-1,Cluster 2,0,79.75
gmoolipo-1,Cluster 2,0,112.17
glhfekaj-1,Cluster 2,1,71.08
mhoaomca-1,Cluster 1,4,93.29
odjgcdci-1,Cluster 2,0,116.95
mhoicbgp-1,Cluster 1,9,65.61
mhonamjm-1,Cluster 1,8,84.13
glhpnhbl-1,Cluster 2,1,64.03
glffimjg-1,Cluster 2,0,79.02
gljfpije-1,Cluster 2,0,104.67
odhokmhf-1,Cluster 2,4,65.12
gleoehbm-1,Cluster 1,0,48.63
gmonhhdd-1,Cluster 2,0,23.57
higpaoga-1,Cluster 2,1,61.77
gldoeakc-1,Cluster 1,1,102.14
oedhdlej-1,Cluster 2,0,147.21
gldpdfea-1,Cluster 2,0,116.32
miahcnac-1,Cluster 1,15,188.35
glcocodh-1,Cluster 2,0,50.21
gldkobbf-1,Cluster 2,0,30.93
godhfoah-1,Cluster 2,2,110.77
miakpgfi-1,Cluster 1,25,173.58
higkjfbc-1,Cluster 2,0,24.57
miaijmgp-1,Cluster 1,16,109.46
gljjneed-1,Cluster 2,0,36.08
gljjemkm-1,Cluster 2,1,41.27
glcognbd-1,Cluster 2,0,64.21
glheaani-1,Cluster 2,0,51.48
glhdkjid-1,Cluster 2,0,63.85
miagclbl-1,Cluster 1,10,135.65
miagejmn-1,Cluster 2,0,10.88
miabnmjf-1,Cluster 1,10,133.12
mibcjlii-1,Cluster 2,3,56.49
miacjogn-1,Cluster 1,6,102.82
mibcddcj-1,Cluster 1,9,102.10
gljjkhkm-1,Cluster 2,1,36.71
glkbgafb-1,Cluster 2,0,16.80
godfngbk-1,Cluster 2,0,62.32
gldkijfo-1,Cluster 1,1,65.48
gldlpmfl-1,Cluster 1,0,60.92
mhooknil-1,Cluster 1,7,56.90
mhphmajb-1,Cluster 1,8,154.89
higlkakc-1,Cluster 1,0,100.74
godopnkf-1,Cluster 2,0,36.98
godpcohm-1,Cluster 2,0,102.69
mhpompmb-1,Cluster 1,22,189.88
godpkjdb-1,Cluster 2,2,93.65
gldkpkbh-1,Cluster 2,0,34.59
oedgkefk-1,Cluster 2,0,107.88
higknkle-1,Cluster 2,1,76.68
gmoieadf-1,Cluster 2,0,54.96
glkgpcdk-1,Cluster 2,0,58.39
glkhlpfl-1,Cluster 2,0,61.86
goeainad-1,Cluster 2,0,52.70
glkgbdbp-1,Cluster 2,0,61.77
mhopcahf-1,Cluster 1,3,61.59
mhpalkmp-1,Cluster 1,21,154.52
gldeibhk-1,Cluster 2,0,42.90
glidijgp-1,Cluster 2,0,58.75
odhjjmje-1,Cluster 2,0,164.46
glkfijjn-1,Cluster 2,0,70.58
mhpnllag-1,Cluster 2,1,74.55
gldhibbk-1,Cluster 2,1,55.90
gliippic-1,Cluster 2,0,34.09
gligmpaa-1,Cluster 2,0,33.64
godlckbd-1,Cluster 2,1,61.73
gljmfjop-1,Cluster 2,0,28.36
gldfpkhe-1,Cluster 2,0,57.35
odhpamgg-1,Cluster 2,0,135.38
gldaiefj-1,Cluster 2,0,24.66
mhpbhfep-1,Cluster 1,14,143.69
mhpnbeck-1,Cluster 1,10,129.60
gljlhoad-1,Cluster 2,0,64.80
godofcif-1,Cluster 2,0,28.04
mjncakmk-1,Cluster 1,3,51.25
mjnmlden-1,Cluster 1,11,95.73
mkigijfc-1,Cluster 1,8,89.09
mjkckifm-1,Cluster 1,4,78.39
mjnoaigc-1,Cluster 1,5,42.45
mjnjlagp-1,Cluster 1,3,20.82
mjnmgmdl-1,Cluster 1,9,120.21
mjfdoonc-1,Cluster 1,1,49.49
mjkfechm-1,Cluster 1,5,87.92
mjkfcbkh-1,Cluster 1,2,41.77
mjnoajjd-1,Cluster 1,2,53.37
mjkgahnm-1,Cluster 1,7,92.34
mjkbgdnd-1,Cluster 1,4,81.06
mjnglccg-1,Cluster 1,10,89.50
mjnmpmkj-1,Cluster 1,4,55.95
mjkfekcm-1,Cluster 1,1,20.95
mjncllne-1,Cluster 1,11,90.27
mjfempfl-1,Cluster 1,5,100.20
mjljhhjh-1,Cluster 1,3,49.22
mjfjcbbh-1,Cluster 2,4,45.79
mjbkhdpk-1,Cluster 1,6,82.41
mjbdhdji-1,Cluster 1,10,149.69
mjbdioom-1,Cluster 1,13,107.92
mjmajmio-1,Cluster 2,0,10.48
mjmonemm-1,Cluster 1,1,14.99
mjlmniaj-1,Cluster 1,2,9.35
mjmafflc-1,Cluster 1,10,46.92
mjlkopnd-1,Cluster 1,6,92.34
mjlhnneh-1,Cluster 1,3,22.35
mjbbinho-1,Cluster 1,12,99.39
mjljleke-1,Cluster 1,4,85.66
mjmahikk-1,Cluster 1,6,58.52
mjmdfbch-1,Cluster 1,9,104.04
mjfgghed-1,Cluster 1,5,55.99
mjlpepea-1,Cluster 1,9,87.83
mjmabkel-1,Cluster 1,3,50.12
mjjcgepc-1,Cluster 1,3,74.91
mjmeigef-1,Cluster 1,13,225.19
mjlpcnjf-1,Cluster 1,4,81.46
mjmkchpe-1,Cluster 1,19,140.98
mjfeggnk-1,Cluster 2,0,17.52
mjmfmjpo-1,Cluster 1,5,72.43
mjmfkiji-1,Cluster 1,2,10.84
mjfghcok-1,Cluster 1,2,65.07
mjmgbafe-1,Cluster 1,10,92.21
mjbjlljl-1,Cluster 1,4,88.46
mjljambj-1,Cluster 1,8,107.20
mjbcccgm-1,Cluster 1,2,37.39
mjbbgdha-1,Cluster 1,9,87.20
mjmdpaok-1,Cluster 1,11,77.53
mjmboobg-1,Cluster 1,6,67.10
mjlolghd-1,Cluster 1,7,121.47
mjnbgeao-1,Cluster 1,6,77.62
mjmflplg-1,Cluster 1,3,73.92
mjlnmoej-1,Cluster 1,6,44.52
mjjfijii-1,Cluster 1,7,89.82
mjmmdljf-1,Cluster 1,5,101.01
mjlkkbih-1,Cluster 1,9,92.89
mjmboido-1,Cluster 1,12,101.96
mjlimjol-1,Cluster 1,6,72.93
lpilnpho-1,Cluster 1,3,70.76
mjfihbia-1,Cluster 1,6,125.04
mijafeil-1,Cluster 1,5,58.43
mhopgfga-1,Cluster 1,7,99.30
mijoapfe-1,Cluster 1,3,30.53
mikcmioj-1,Cluster 1,6,74.19
mikcojac-1,Cluster 1,3,47.55
mijpkfjl-1,Cluster 1,11,96.36
mikfjbcg-1,Cluster 1,15,113.12
mikhghce-1,Cluster 1,11,98.58
mikhigaj-1,Cluster 1,15,120.07
miimcofg-1,Cluster 1,11,39.38
mijajnfb-1,Cluster 1,4,48.14
mijhndmn-1,Cluster 1,12,97.49
miikeoii-1,Cluster 1,8,91.98
mkiljnno-1,Cluster 1,0,142.29
mijokclb-1,Cluster 1,7,88.69
mijjojbf-1,Cluster 1,22,101.38
mikjphbf-1,Cluster 1,8,79.07
mijnephd-1,Cluster 1,8,92.89
mikebdig-1,Cluster 1,5,40.60
mikejaga-1,Cluster 1,5,28.13
mikoeghe-1,Cluster 1,6,72.88
mijoidbd-1,Cluster 1,4,23.80
mijknfch-1,Cluster 1,7,64.93
mikiddpf-1,Cluster 1,11,86.61
mkifpofd-1,Cluster 2,0,6.32
milkjbnm-1,Cluster 1,7,73.97
milkginf-1,Cluster 1,3,48.72
milfgjpp-1,Cluster 1,2,11.02
mikhlnof-1,Cluster 1,3,36.53
miljnone-1,Cluster 2,1,35.67
mikikjmi-1,Cluster 1,5,33.28
miikhghk-1,Cluster 1,8,101.87
mkijaaoj-1,Cluster 1,1,91.76
mkiidldm-1,Cluster 1,9,126.84
miilpcie-1,Cluster 1,3,59.02
mikmpfef-1,Cluster 1,11,93.97
miikofjo-1,Cluster 1,1,17.75
miikhicb-1,Cluster 1,3,69.22
milbiaad-1,Cluster 1,7,78.12
millahll-1,Cluster 2,6,74.69
miljckmk-1,Cluster 1,6,61.05
mijhigmn-1,Cluster 2,0,10.21
mkiiblpb-1,Cluster 1,4,86.56
miinomnk-1,Cluster 1,23,144.27
mjnppljn-1,Cluster 1,10,117.14
mijhiofe-1,Cluster 1,4,56.04
mijimdig-1,Cluster 1,9,85.16
mjoamelh-1,Cluster 1,5,96.32
mjjmcage-1,Cluster 1,5,84.22
mijhlkih-1,Cluster 1,4,41.95
mijalgej-1,Cluster 1,7,61.73
mijdlech-1,Cluster 1,6,93.25
mjkeafbl-1,Cluster 1,8,73.56
mjkbejfh-1,Cluster 1,6,92.89
mijdjgke-1,Cluster 1,9,49.85
mjkalkpd-1,Cluster 1,5,68.28
mjobphpg-1,Cluster 1,4,48.05
mjjoeedj-1,Cluster 1,3,47.19
mjoaghkk-1,Cluster 1,6,34.41
mjkdppof-1,Cluster 1,6,90.49
mipoonpk-1,Cluster 1,3,69.41
lpicgknb-1,Cluster 2,0,16.35
miphpngj-1,Cluster 2,2,51.97
mipindbf-1,Cluster 1,3,40.87
lpekmemg-1,Cluster 2,3,45.61
mipjglcd-1,Cluster 1,5,100.52
lpefegch-1,Cluster 1,3,35.63
lpfdhdld-1,Cluster 1,1,46.65
lpfapich-1,Cluster 1,5,74.06
lpfpbbom-1,Cluster 1,6,58.34
mjagblha-1,Cluster 1,9,106.66
lpgjcloo-1,Cluster 1,0,81.91
mjacnmfa-1,Cluster 1,10,115.28
lpgkgock-1,Cluster 1,9,89.41
mipipcom-1,Cluster 1,5,37.80
lpfonpga-1,Cluster 1,4,35.00
lpffnoep-1,Cluster 1,11,128.74
mioiieae-1,Cluster 2,10,133.35
mioghope-1,Cluster 2,4,107.11
lpfoleek-1,Cluster 1,9,95.23
lpfkdmah-1,Cluster 1,10,96.77
mjademlc-1,Cluster 1,7,131.36
lpfngfgg-1,Cluster 1,9,107.70
lpfhlijl-1,Cluster 1,6,89.91
lpfpjolc-1,Cluster 1,2,18.83
lpffdbfl-1,Cluster 1,7,83.04
lpfbkhjk-1,Cluster 1,4,44.66
lpflbppo-1,Cluster 1,5,84.94
lpfklbjn-1,Cluster 1,10,114.92
abgbepoc-1,Cluster 1,3,27.77
lpgkcncc-1,Cluster 1,9,62.32
lpfnbkjd-1,Cluster 1,3,56.08
abgaalph-1,Cluster 1,6,67.96
lpfkggkm-1,Cluster 1,1,38.02
lpgbeigl-1,Cluster 1,8,100.25
lpgbpdkd-1,Cluster 1,3,42.27
lpgjjioh-1,Cluster 1,2,22.40
lpgjckga-1,Cluster 1,5,68.59
lpgdcbnm-1,Cluster 1,9,60.51
lpfgngod-1,Cluster 1,2,52.02
lpgjpbmk-1,Cluster 1,2,42.54
lpglolea-1,Cluster 1,7,91.40
lpfofohj-1,Cluster 1,3,43.44
lpgkelen-1,Cluster 1,5,76.77
lpffknmo-1,Cluster 1,2,68.05
lpggkdbc-1,Cluster 1,7,113.03
lpgknbha-1,Cluster 1,1,16.26
mjaehkom-1,Cluster 1,6,64.39
lpfianod-1,Cluster 1,2,17.07
lpfhmlan-1,Cluster 1,10,133.17
mioodmhe-1,Cluster 2,1,45.52
lpobknfg-1,Cluster 2,1,60.92
lpoboghj-1,Cluster 1,2,68.64
miohfcgo-1,Cluster 2,1,89.09
miogmefi-1,Cluster 1,0,16.98
lpfibocd-1,Cluster 1,14,139.31
lpgginop-1,Cluster 1,14,245.88
lpghfinm-1,Cluster 1,8,105.35
lpgekegc-1,Cluster 1,6,109.64
lpgddmgb-1,Cluster 1,6,95.10
lpgenahi-1,Cluster 1,7,138.49
lpoahpkn-1,Cluster 1,5,90.99
lpghnbck-1,Cluster 1,10,83.76
lpochfpc-1,Cluster 2,0,29.26
lpiokkhd-1,Cluster 1,3,75.41
mipoliai-1,Cluster 1,11,105.80
mipkcfll-1,Cluster 1,7,113.97
lpijilfk-1,Cluster 1,1,33.96
lpiplccj-1,Cluster 1,0,18.51
lpihlmbo-1,Cluster 2,0,7.41
maemannp-1,Cluster 1,7,101.38
mimdceka-1,Cluster 1,5,63.99
lpijmcdk-1,Cluster 1,4,41.95
maenjdbm-1,Cluster 1,13,119.84
mimanheo-1,Cluster 1,3,40.10
lpioaifh-1,Cluster 1,1,13.50
lpipedom-1,Cluster 1,1,20.68
maenbcik-1,Cluster 2,2,61.86
mimgffkg-1,Cluster 1,10,103.32
mjacljnf-1,Cluster 1,6,44.34
mimbopel-1,Cluster 1,3,35.31
mimfnajg-1,Cluster 1,4,42.31
lpincfbf-1,Cluster 1,15,131.63
lpiipgen-1,Cluster 1,7,61.23
mipfimcf-1,Cluster 1,9,89.82
miplapon-1,Cluster 1,10,105.30
mjbagbhk-1,Cluster 1,6,50.12
lpepoodk-1,Cluster 1,6,71.17
miplpcbp-1,Cluster 1,2,106.98
miplehbb-1,Cluster 1,5,78.75
mipklfik-1,Cluster 1,4,46.19
lpepenam-1,Cluster 1,3,78.12
lpgnfffe-1,Cluster 1,12,93.47
lpfadpjh-1,Cluster 1,3,65.34
lpinjmfd-1,Cluster 1,2,28.95
lpgmidgl-1,Cluster 1,4,50.76
maekcbio-1,Cluster 1,9,94.83
mjaofiha-1,Cluster 1,3,63.22
lpglpmgc-1,Cluster 1,1,32.47
maejkmkl-1,Cluster 1,8,106.12
mioplngk-1,Cluster 1,13,96.09
maelfbep-1,Cluster 1,4,65.25
mipeigal-1,Cluster 1,3,29.85
lpeccika-1,Cluster 2,3,89.50
lpiipphn-1,Cluster 1,2,56.04
mipnnebh-1,Cluster 1,9,109.55
mjbajoni-1,Cluster 1,6,50.71
mjapbgpp-1,Cluster 1,3,29.53
lpellpck-1,Cluster 1,3,43.58
lpehnjld-1,Cluster 1,2,54.32
lpgnhjnj-1,Cluster 1,14,98.71
lpefcnnc-1,Cluster 1,5,78.75
lpehkhei-1,Cluster 1,6,72.70
lpgnmfoh-1,Cluster 1,11,115.10
lphabiap-1,Cluster 1,7,58.03
mipagbhg-1,Cluster 1,7,68.32
mipdjfmj-1,Cluster 1,9,89.73
mipgekhj-1,Cluster 2,1,39.69
mjajjgha-1,Cluster 1,2,20.32
lpgohlfn-1,Cluster 1,0,24.84
lphadjib-1,Cluster 1,0,23.93
mjaocajd-1,Cluster 1,4,37.25
lpedjgbp-1,Cluster 1,1,67.24
lpgpjfeh-1,Cluster 1,7,54.96
mjamhkdn-1,Cluster 1,3,54.59
maaibich-1,Cluster 1,3,88.28
maahafbd-1,Cluster 1,5,87.15
mbjkgmga-1,Cluster 2,0,56.58
maooiohb-1,Cluster 1,2,58.88
maamkafg-1,Cluster 1,4,50.12
mandhghg-1,Cluster 1,11,118.31
manemnmi-1,Cluster 1,7,113.70
lppemmgo-1,Cluster 1,2,41.09
maakacbe-1,Cluster 1,6,66.88
mankbpcb-1,Cluster 1,6,59.11
mankkodo-1,Cluster 1,11,112.80
maadfhfd-1,Cluster 1,8,133.62
maaakpcb-1,Cluster 1,8,78.75
lppopdch-1,Cluster 1,6,90.31
manglonn-1,Cluster 1,16,156.69
manipeig-1,Cluster 1,2,35.13
lppgglfp-1,Cluster 1,8,70.76
lpppgkho-1,Cluster 1,0,14.59
lppoeblf-1,Cluster 1,6,105.26
lpokchlf-1,Cluster 1,7,125.35
lppkjdim-1,Cluster 1,9,81.60
maaffecd-1,Cluster 1,5,54.19
lppkmdda-1,Cluster 1,2,12.82
lppilfhj-1,Cluster 1,2,79.84
lppidppe-1,Cluster 1,6,87.06
lppbdgkg-1,Cluster 2,1,64.80
lpolbdbf-1,Cluster 1,6,109.01
lpolegjg-1,Cluster 1,3,88.28
lpooempl-1,Cluster 1,3,46.47
lppaofcl-1,Cluster 1,5,101.42
lphdcbcm-1,Cluster 1,2,22.58
lppbdopn-1,Cluster 1,7,106.12
lpomlmda-1,Cluster 1,10,87.15
lphfojch-1,Cluster 1,4,97.27
lpphhiaa-1,Cluster 1,3,60.51
lpojofad-1,Cluster 2,0,28.67
lponpfck-1,Cluster 1,12,155.83
lppgceea-1,Cluster 1,3,69.31
lppknhlk-1,Cluster 1,6,98.44
lpojlgbp-1,Cluster 2,1,48.45
mankabpl-1,Cluster 1,10,119.35
mbkbemdg-1,Cluster 1,10,129.69
lppmohig-1,Cluster 1,8,101.92
lppecabn-1,Cluster 1,8,72.75
lphmjkoh-1,Cluster 1,4,111.85
mbkebffb-1,Cluster 1,7,87.11
mbjphgfb-1,Cluster 1,6,67.19
mbjkpcko-1,Cluster 1,4,58.70
lpoagjkp-1,Cluster 1,8,79.57
maneglio-1,Cluster 1,7,43.08
mbkagkhp-1,Cluster 1,7,151.86
maaaanjj-1,Cluster 1,9,95.46
mbkfdijm-1,Cluster 1,7,94.02
lpomlhph-1,Cluster 1,3,39.92
mbjpjahp-1,Cluster 1,7,104.76
mbjmiabi-1,Cluster 2,3,52.07
manichak-1,Cluster 1,5,36.13
lphfgmel-1,Cluster 1,10,83.09
mbkfiklf-1,Cluster 1,6,96.05
lphcmigh-1,Cluster 1,14,96.18
manioakf-1,Cluster 1,6,114.06
lphiocih-1,Cluster 1,1,49.31
ohcdlngb-1,Cluster 2,1,118.67
lpieghlp-1,Cluster 2,0,32.78
lpiebjdc-1,Cluster 2,0,21.22
lphnnlfl-1,Cluster 1,4,68.95
lpidbehe-1,Cluster 2,0,9.98
madknffa-1,Cluster 1,0,198.46
lpnmhpln-1,Cluster 2,0,61.19
mblkijhb-1,Cluster 2,0,74.82
mblplehj-1,Cluster 1,0,142.87
lpnolhgi-1,Cluster 1,1,171.91
lpibcffc-1,Cluster 1,4,73.42
madmljob-1,Cluster 1,0,307.65
lpihbldn-1,Cluster 1,4,63.04
lpenogda-1,Cluster 1,2,37.07
lphgcoha-1,Cluster 1,3,83.36
lpenepbo-1,Cluster 2,6,76.99
lpnmehon-1,Cluster 2,8,75.55
lphajfen-1,Cluster 1,15,96.09
lpiekpgd-1,Cluster 1,0,36.49
lpifcbjj-1,Cluster 1,3,68.32
lpidncin-1,Cluster 1,1,95.82
mbmbligd-1,Cluster 2,0,74.19
lpnhhjbc-1,Cluster 1,3,62.59
lphjppgm-1,Cluster 1,7,80.83
lpecfgkn-1,Cluster 2,1,71.12
lpoaammj-1,Cluster 2,6,71.98
maajodnp-1,Cluster 1,3,80.78
lpiepcbj-1,Cluster 1,1,19.73
lpecmhpj-1,Cluster 2,0,60.01
lpnehmpn-1,Cluster 1,5,51.84
lpeiebcb-1,Cluster 2,2,63.72
lpibddgo-1,Cluster 1,14,98.08
lpneacbe-1,Cluster 1,3,35.13
lpncbphf-1,Cluster 2,1,50.76
maajgcge-1,Cluster 1,4,72.20
lpeacnjb-1,Cluster 2,0,24.20
lpiapjho-1,Cluster 1,2,32.06
lpnphggk-1,Cluster 2,1,50.94
lpnldohj-1,Cluster 2,0,14.13
maaelima-1,Cluster 1,3,27.82
lpecnano-1,Cluster 2,3,75.64
abgeamhc-1,Cluster 2,0,67.60
lphbjnhj-1,Cluster 1,5,58.43
lpnlbikm-1,Cluster 1,7,112.57
lphcimjf-1,Cluster 1,2,15.94
lphbfogc-1,Cluster 1,5,74.42
lpniidbj-1,Cluster 1,4,49.08
maaaoonk-1,Cluster 1,13,80.74
lpnfdilf-1,Cluster 1,1,68.95
maadjmhg-1,Cluster 1,5,67.73
lpndofpg-1,Cluster 1,0,16.62
lpnipldi-1,Cluster 2,0,23.39
lpnmbdal-1,Cluster 1,9,78.17
lpoagdka-1,Cluster 1,0,202.30
maonjffb-1,Cluster 1,1,135.11
maampohl-1,Cluster 1,3,22.53
lphjcodo-1,Cluster 1,5,69.59
maaopggc-1,Cluster 1,3,53.33
lphcohcc-1,Cluster 1,4,84.76
maallmaa-1,Cluster 1,2,52.16
mageppio-1,Cluster 1,2,220.72
mafjgjao-1,Cluster 2,1,61.50
mjjfldhc-1,Cluster 2,1,81.82
mjjiebnp-1,Cluster 2,1,62.32
mjfnllck-1,Cluster 1,3,172.99
mjjilbjb-1,Cluster 1,5,87.33
mjhebpag-1,Cluster 2,0,30.12
mjhfepie-1,Cluster 2,1,48.99
mjiplamd-1,Cluster 1,9,94.96
mjiljcjm-1,Cluster 1,2,57.57
mjjaaelk-1,Cluster 1,7,109.68
mjgpgbbi-1,Cluster 2,5,29.89
mjgmfnnl-1,Cluster 1,8,102.82
mjgoihni-1,Cluster 1,11,103.68
mjfpnjcg-1,Cluster 2,2,10.57
mjfnoplm-1,Cluster 2,2,101.01
mjhpllmj-1,Cluster 1,3,47.69
mjgefhhd-1,Cluster 1,0,37.03
mjfoihpe-1,Cluster 2,1,23.35
mjikomon-1,Cluster 1,0,16.57
mjiomlhk-1,Cluster 1,3,44.80
abgenmai-1,Cluster 1,6,97.81
mjhopogc-1,Cluster 1,7,52.34
mjhcficn-1,Cluster 1,4,21.77
mjfnmpll-1,Cluster 1,5,37.48
mjilhdba-1,Cluster 1,11,65.39
mjhemboo-1,Cluster 1,9,66.92
mjhbnpef-1,Cluster 1,0,27.55
mjibadlc-1,Cluster 1,3,38.25
mjgjgign-1,Cluster 1,2,56.40
mahdlbkf-1,Cluster 2,1,68.46
magpbppo-1,Cluster 1,0,182.39
mjiedofg-1,Cluster 1,6,45.79
magjimgd-1,Cluster 1,0,50.35
mahacokp-1,Cluster 1,2,62.77
magpdnch-1,Cluster 2,2,50.08
mjfpkgfh-1,Cluster 1,1,46.38
mjghbcbh-1,Cluster 1,0,12.82
mjggcakh-1,Cluster 1,2,24.66
mjidjjbl-1,Cluster 1,1,28.45
mjhpajpe-1,Cluster 1,10,80.78
mjgicbdl-1,Cluster 1,4,48.99
millibhd-1,Cluster 1,12,116.10
mjgghjjk-1,Cluster 1,2,72.07
mimibflb-1,Cluster 1,6,32.87
ohcggpao-1,Cluster 2,1,169.70
maegkmhf-1,Cluster 1,10,115.46
mjglijap-1,Cluster 1,1,17.43
mimhlioc-1,Cluster 1,8,86.93
mjgennai-1,Cluster 1,2,44.98
mimhdcdg-1,Cluster 1,1,20.00
maglakim-1,Cluster 1,0,31.38
magjjffg-1,Cluster 2,1,81.69
maglcgak-1,Cluster 2,4,49.27
mimhflac-1,Cluster 1,3,121.61
mjgnoacn-1,Cluster 1,5,58.93
mjgnfnio-1,Cluster 1,8,51.21
mimhmhhi-1,Cluster 1,6,117.32
mjabgohl-1,Cluster 1,7,76.36
maedlfcc-1,Cluster 2,0,8.44
maeeafal-1,Cluster 1,4,80.38
maelgnkp-1,Cluster 1,0,19.73
mipmpohi-1,Cluster 1,11,112.26
mamiknda-1,Cluster 2,1,42.00
mkhmjkka-1,Cluster 2,1,49.63
mamiiepi-1,Cluster 1,3,52.20
manbiglo-1,Cluster 2,2,76.22
mamannel-1,Cluster 1,3,35.04
mamnffph-1,Cluster 2,2,42.54
mamoopoo-1,Cluster 2,2,71.57
mamopfgm-1,Cluster 2,2,74.60
mkhndcdh-1,Cluster 1,1,264.48
ohcinnpd-1,Cluster 2,2,110.36
malmijhf-1,Cluster 1,3,28.81
mkhoobcc-1,Cluster 1,1,109.73
mkiadjee-1,Cluster 1,2,242.44
majpakmj-1,Cluster 2,1,58.66
ohcikcdj-1,Cluster 2,1,30.93
mkhphbef-1,Cluster 1,0,197.74
majpkmbc-1,Cluster 2,0,31.65
mamoapml-1,Cluster 2,0,13.73
makaejmi-1,Cluster 2,1,66.56
makdahpa-1,Cluster 2,3,62.04
mammgeej-1,Cluster 2,2,66.29
mkhomfll-1,Cluster 2,0,41.09
makhhaef-1,Cluster 2,4,69.13
mkiebknp-1,Cluster 2,2,93.52
mkiagfla-1,Cluster 1,0,17.97
mkidndai-1,Cluster 2,4,97.45
mkibonpa-1,Cluster 2,4,86.56
ohcfhbij-1,Cluster 2,2,171.46
mkidgbbg-1,Cluster 2,0,48.05
makdblpo-1,Cluster 2,0,72.75
mafahdmm-1,Cluster 2,2,91.80
mkifcfob-1,Cluster 1,2,122.42
mkicohgi-1,Cluster 1,3,95.37
makdmgnm-1,Cluster 2,0,63.13
makiikge-1,Cluster 2,0,67.33
magcekae-1,Cluster 2,0,49.54
makhcall-1,Cluster 2,0,55.18
ohcibejn-1,Cluster 2,0,86.47
maeohbdo-1,Cluster 2,0,49.90
maflglno-1,Cluster 2,1,58.79
mjfkkhnh-1,Cluster 1,2,102.23
mafmicpj-1,Cluster 2,0,62.23
mjfndfoo-1,Cluster 2,1,67.10
mjfkkphf-1,Cluster 2,1,69.50
mafpfgam-1,Cluster 1,0,243.71
mjfjjldk-1,Cluster 1,2,227.77
mjfjjfok-1,Cluster 1,2,82.05
mafbhdnd-1,Cluster 2,0,62.41
mafmpimj-1,Cluster 1,2,218.24
mafpklgo-1,Cluster 1,0,205.91
mafinphg-1,Cluster 1,0,193.86
mjjfahpb-1,Cluster 1,9,67.15
mafikaof-1,Cluster 1,3,102.23
makdgifp-1,Cluster 1,0,175.84
mjjcihog-1,Cluster 1,11,106.07
mjjmahnn-1,Cluster 2,0,11.20
mafhkjgj-1,Cluster 2,0,12.33
mjjmaghg-1,Cluster 2,0,86.97
mafefodg-1,Cluster 2,0,36.49
mafdnfgl-1,Cluster 2,0,48.05
majkmhha-1,Cluster 1,5,79.20
mcojkdep-1,Cluster 1,9,124.50
mcnejgfj-1,Cluster 1,5,104.04
majfmjeg-1,Cluster 1,2,57.62
mainoflg-1,Cluster 1,4,63.49
majejghm-1,Cluster 2,0,21.54
maihomcf-1,Cluster 1,4,25.38
maimebjf-1,Cluster 1,3,71.66
mclnabdj-1,Cluster 1,15,99.57
madkgpde-1,Cluster 1,6,83.99
majckgpb-1,Cluster 1,7,105.98
mcldcmfl-1,Cluster 1,2,35.81
mclkapji-1,Cluster 1,8,75.32
maeogjio-1,Cluster 2,1,90.94
mcldoofe-1,Cluster 1,3,100.47
madkhlok-1,Cluster 1,1,34.36
madkjkah-1,Cluster 1,1,51.30
madoildd-1,Cluster 1,5,82.05
majchafn-1,Cluster 1,2,78.89
madnconl-1,Cluster 2,1,44.84
mcohfplo-1,Cluster 1,1,241.09
maienkol-1,Cluster 1,2,23.44
madoobbp-1,Cluster 1,6,135.60
ohcghppo-1,Cluster 2,0,115.83
mcjkodie-1,Cluster 2,2,74.73
mcocoaoc-1,Cluster 2,1,58.16
mcoembfp-1,Cluster 2,0,35.27
mcohebgg-1,Cluster 2,0,67.19
mcjlmiim-1,Cluster 1,4,72.84
madnnpaa-1,Cluster 1,1,225.47
majallch-1,Cluster 1,1,202.84
mclbmccm-1,Cluster 1,7,80.02
maieofph-1,Cluster 2,0,20.86
mcjlnhnb-1,Cluster 1,6,80.74
mcoecppg-1,Cluster 1,0,105.49
mcjkifme-1,Cluster 1,6,86.88
abjoajak-1,Cluster 1,8,96.50
madociei-1,Cluster 1,0,223.03
mclbpdgi-1,Cluster 1,7,98.49
mcjldhkp-1,Cluster 1,1,22.31
madoeeif-1,Cluster 1,0,162.88
maedehjf-1,Cluster 2,2,42.63
mcogiebk-1,Cluster 2,0,56.31
ohcghhlo-1,Cluster 2,0,37.07
maihofoi-1,Cluster 2,0,38.56
madpmloe-1,Cluster 1,1,59.70
maiedjpl-1,Cluster 1,0,47.41
mcliecol-1,Cluster 1,7,75.32
