#Selection name: Selection 4
#Area (µm^2): 3190188.54
Cell ID,Cluster,Transcripts,Area (µm^2)
magflhap-1,Cluster 2,1,37.21
mcjplhbb-1,Cluster 1,5,81.60
magencnm-1,Cluster 2,0,45.43
maifkkam-1,Cluster 1,4,85.16
maijlnml-1,Cluster 2,0,57.44
ohcdnikd-1,Cluster 2,0,53.06
magdadbf-1,Cluster 2,2,29.40
mafjefpg-1,Cluster 1,13,90.99
mcjokljl-1,Cluster 2,4,95.19
maihbbko-1,Cluster 1,0,65.39
mafkhhig-1,Cluster 2,1,76.49
mcojadol-1,Cluster 1,2,69.77
mckbcndk-1,Cluster 1,3,34.63
mcldlmpn-1,Cluster 1,10,76.59
mclppche-1,Cluster 1,6,84.04
mcmkjloo-1,Cluster 1,1,39.33
mahekngg-1,Cluster 1,2,100.83
mcmbjbkg-1,Cluster 1,4,84.76
mamcdchd-1,Cluster 1,7,81.15
malkondp-1,Cluster 1,9,94.78
mahfmajm-1,Cluster 1,0,30.89
mcmagncc-1,Cluster 1,4,64.57
maloafim-1,Cluster 1,5,66.11
maliighj-1,Cluster 1,5,87.69
mamhdnel-1,Cluster 1,2,51.66
mcmigomn-1,Cluster 1,2,21.81
mambgegn-1,Cluster 1,1,11.29
mahfopaa-1,Cluster 1,1,16.39
mamfidje-1,Cluster 1,3,46.74
mcmfhmek-1,Cluster 1,1,14.77
mahpibia-1,Cluster 1,3,61.01
malodkil-1,Cluster 1,11,71.84
mclpjooj-1,Cluster 1,3,23.57
mamdoljg-1,Cluster 1,2,52.07
mamhhhlf-1,Cluster 1,7,67.55
mamehinj-1,Cluster 1,5,49.76
mameieoo-1,Cluster 1,3,18.97
malgcbmc-1,Cluster 1,2,19.87
mcmckiaa-1,Cluster 1,12,146.53
mclnmlje-1,Cluster 1,6,63.90
malobapf-1,Cluster 1,8,61.10
mamfceec-1,Cluster 1,0,8.72
malnenhm-1,Cluster 1,3,74.96
mcmakkgk-1,Cluster 1,6,42.90
maiakcki-1,Cluster 1,3,54.50
maiaakgk-1,Cluster 1,7,83.90
mahnpooh-1,Cluster 1,3,70.49
mcnpjaaj-1,Cluster 1,13,83.31
mcoihboa-1,Cluster 1,8,87.20
mahnhdpi-1,Cluster 1,6,93.20
maideago-1,Cluster 1,5,42.18
mcoajhcg-1,Cluster 1,5,108.87
mahllnho-1,Cluster 1,3,81.10
mcokifda-1,Cluster 1,6,44.25
mahkhaob-1,Cluster 1,2,73.20
mahloood-1,Cluster 1,4,83.86
mcnhlggi-1,Cluster 1,3,88.96
malikmgc-1,Cluster 1,5,72.70
mcobannj-1,Cluster 1,7,101.56
majmkbng-1,Cluster 2,2,52.16
maidfnec-1,Cluster 1,1,26.55
mcngggle-1,Cluster 1,7,94.78
mahfhpkd-1,Cluster 1,4,95.14
mahjlnfm-1,Cluster 1,1,45.02
mcnnglki-1,Cluster 1,9,83.36
maljjlen-1,Cluster 1,11,101.33
mahjbnkm-1,Cluster 1,12,125.17
mahiggjn-1,Cluster 1,3,38.52
majjbkhn-1,Cluster 1,7,96.77
maieahhk-1,Cluster 1,10,96.50
makjmebe-1,Cluster 2,0,164.10
mcneamep-1,Cluster 1,7,66.11
majkgoen-1,Cluster 1,5,58.66
majmfbbg-1,Cluster 1,6,80.02
miehoahj-1,Cluster 1,7,61.73
mkmkofmk-1,Cluster 1,8,60.19
mkdjiald-1,Cluster 1,5,78.66
glejmajh-1,Cluster 2,1,70.35
ehhmlfgi-1,Cluster 2,0,10.02
gledfagf-1,Cluster 1,0,57.98
oblcojfb-1,Cluster 2,0,7.09
mhnmhbnf-1,Cluster 1,13,114.20
ehhlpfbh-1,Cluster 2,0,58.30
gleglafj-1,Cluster 2,0,40.23
gldmdgdj-1,Cluster 2,0,14.45
gocmfdob-1,Cluster 2,0,43.94
mkeogmdc-1,Cluster 1,2,31.02
gmojlkaf-1,Cluster 2,0,68.68
gmolkimn-1,Cluster 2,1,66.06
odjonfdp-1,Cluster 2,0,144.05
ehhlibfd-1,Cluster 2,0,49.72
gocnjkmn-1,Cluster 2,1,73.92
gockfeoh-1,Cluster 2,0,39.11
glebnneb-1,Cluster 2,0,18.24
mhnkjjhp-1,Cluster 1,12,131.59
mhnmdepf-1,Cluster 1,7,132.17
gleffdnn-1,Cluster 2,1,50.98
mhnofkod-1,Cluster 2,0,33.73
glegmhcp-1,Cluster 2,0,42.18
mhnipifc-1,Cluster 1,3,31.29
gldpiggh-1,Cluster 2,0,43.35
gldmjnnn-1,Cluster 2,0,52.74
mhmpnnmk-1,Cluster 1,1,43.26
ehhlajni-1,Cluster 1,1,62.63
ehhllabc-1,Cluster 2,0,56.54
mhnnnphn-1,Cluster 2,2,40.78
glcoaebj-1,Cluster 2,0,52.56
glcplmol-1,Cluster 2,0,25.87
odhkcpbj-1,Cluster 2,0,13.10
glhdeogp-1,Cluster 2,6,117.14
goddkdbl-1,Cluster 2,0,63.63
mialigii-1,Cluster 1,7,62.04
mhnddolg-1,Cluster 1,4,120.97
glechjbg-1,Cluster 2,0,54.64
miaamgdf-1,Cluster 1,9,66.02
mhppbidk-1,Cluster 1,2,70.49
godbfghm-1,Cluster 1,0,24.57
godagohi-1,Cluster 2,1,89.00
miaadbee-1,Cluster 1,7,104.13
miagffba-1,Cluster 1,2,49.36
mibajpcb-1,Cluster 1,10,110.86
odjocnhg-1,Cluster 2,0,5.06
mibdkjdi-1,Cluster 1,19,111.08
glheejgp-1,Cluster 2,0,55.68
gocphegl-1,Cluster 1,0,173.31
gocpniei-1,Cluster 1,0,22.67
ehhhdihf-1,Cluster 2,1,32.69
ehhhoolp-1,Cluster 2,0,22.31
mihleigl-1,Cluster 1,4,64.98
goddmpcd-1,Cluster 2,0,21.95
gocpfmbd-1,Cluster 2,0,22.35
gocpcjgd-1,Cluster 2,0,52.70
ehhmaafd-1,Cluster 2,1,61.55
mianhchj-1,Cluster 1,4,24.47
ehhgoihj-1,Cluster 2,1,19.19
ehhiidmh-1,Cluster 2,1,28.85
gldnjlkj-1,Cluster 2,0,50.76
mhppladb-1,Cluster 1,10,80.97
gleangin-1,Cluster 2,0,21.13
goapomlb-1,Cluster 2,0,18.15
goeimana-1,Cluster 2,0,60.69
goeijcob-1,Cluster 2,2,78.84
goeghgjl-1,Cluster 2,1,61.32
goeefmdi-1,Cluster 2,1,59.02
goeddhpm-1,Cluster 1,0,116.10
goeocgeh-1,Cluster 2,0,60.78
micbkomb-1,Cluster 2,0,45.79
goejmelh-1,Cluster 2,0,70.58
goekjbpf-1,Cluster 2,0,57.66
goankage-1,Cluster 2,0,40.64
goandobl-1,Cluster 2,0,59.15
gmohobmp-1,Cluster 2,0,59.47
mhmoiafp-1,Cluster 1,13,148.11
mhmmpkph-1,Cluster 1,4,74.60
micgjmjk-1,Cluster 2,2,51.30
micebbnm-1,Cluster 1,9,94.11
odjooeib-1,Cluster 2,0,137.64
micdlhfc-1,Cluster 2,6,129.06
mhnggbeb-1,Cluster 1,9,102.60
goamphjo-1,Cluster 2,0,52.38
goejnpao-1,Cluster 2,1,50.76
goaofkeg-1,Cluster 2,2,69.22
mhnpedna-1,Cluster 2,3,57.48
goejjmpb-1,Cluster 2,0,27.73
goeiedii-1,Cluster 2,0,62.86
glmnnaje-1,Cluster 2,1,75.00
mhnneelj-1,Cluster 2,2,56.49
goechioo-1,Cluster 2,0,45.11
glmokbgd-1,Cluster 2,1,61.37
glhaccek-1,Cluster 2,0,39.06
glndhfbg-1,Cluster 2,0,69.13
micheiop-1,Cluster 2,1,105.17
glcmpnop-1,Cluster 2,0,90.00
ehhcdmok-1,Cluster 2,0,83.40
gllkcbhl-1,Cluster 2,2,77.44
gleeopmj-1,Cluster 2,0,74.46
gleeigob-1,Cluster 2,1,82.41
gledlegi-1,Cluster 2,2,49.63
glljobik-1,Cluster 2,1,82.05
glcljedo-1,Cluster 2,1,26.10
ehgfbnja-1,Cluster 2,2,65.93
ehgboipk-1,Cluster 2,1,105.71
ehglibpe-1,Cluster 2,0,55.45
glehecon-1,Cluster 2,0,62.36
glnhbnim-1,Cluster 2,0,23.80
glnehmpb-1,Cluster 2,1,70.71
glejpedg-1,Cluster 2,0,70.35
glngkfpc-1,Cluster 2,1,74.37
glecmagf-1,Cluster 2,0,21.95
mhmocbbm-1,Cluster 1,8,69.90
ehhchceh-1,Cluster 2,0,75.09
glmmeoji-1,Cluster 2,1,91.71
glnbolki-1,Cluster 2,0,60.83
glclpneb-1,Cluster 2,0,48.18
glejpfej-1,Cluster 2,3,62.59
glmppaeg-1,Cluster 2,0,85.98
glelgpgh-1,Cluster 2,0,34.86
mhnonolk-1,Cluster 2,0,82.77
goeifdad-1,Cluster 2,0,15.31
glehlmhp-1,Cluster 1,2,110.54
mkgkjchl-1,Cluster 1,3,38.16
mkfkoomh-1,Cluster 1,3,31.52
mkfcffaa-1,Cluster 1,5,96.05
mkemgmim-1,Cluster 1,3,16.89
mkepajdd-1,Cluster 1,4,37.21
mkencfgm-1,Cluster 1,16,135.33
mkggdaki-1,Cluster 1,4,87.42
mkfmpkgk-1,Cluster 1,12,88.60
mkdfdfap-1,Cluster 1,5,71.21
miicdojc-1,Cluster 1,0,18.65
mihhemkf-1,Cluster 1,7,59.83
mkehgoln-1,Cluster 1,6,87.69
mkdmbmll-1,Cluster 1,16,152.04
mkeejcgj-1,Cluster 1,2,21.13
mkdnbhga-1,Cluster 1,0,15.85
mkdnpmoo-1,Cluster 1,4,96.14
mkgedkoo-1,Cluster 2,2,65.07
mkjclpdc-1,Cluster 2,1,71.57
mkdpfbbi-1,Cluster 1,6,50.30
mkefcind-1,Cluster 1,5,87.56
mkfaehnh-1,Cluster 1,5,85.62
mkeplmcg-1,Cluster 1,4,50.62
mihjcgdh-1,Cluster 1,10,82.27
mihhnebg-1,Cluster 1,4,73.47
mihhkgem-1,Cluster 1,15,118.67
mkfcblio-1,Cluster 1,9,88.28
mkenogci-1,Cluster 1,6,86.79
mkfpdebp-1,Cluster 2,3,58.70
mkiphbcc-1,Cluster 2,2,67.15
mihkjiac-1,Cluster 1,6,89.50
mkdfabkf-1,Cluster 1,13,95.32
abgnbodl-1,Cluster 1,2,31.38
mkegiejl-1,Cluster 1,7,50.76
mkdefpjb-1,Cluster 1,5,56.17
mkdecojk-1,Cluster 1,10,113.21
mkgfnagc-1,Cluster 1,0,25.02
mkgebohi-1,Cluster 1,10,64.80
mihmjipj-1,Cluster 1,3,67.33
mkedhhnj-1,Cluster 1,9,131.27
mkdmdepa-1,Cluster 1,5,73.29
mkdnmcfl-1,Cluster 1,8,71.35
mkdomafn-1,Cluster 1,6,123.23
mkecbkia-1,Cluster 1,1,27.50
miifaodn-1,Cluster 1,2,24.57
miholnnl-1,Cluster 1,5,105.35
mihjmakh-1,Cluster 1,4,62.00
mihnpgjc-1,Cluster 1,5,44.84
miiacnga-1,Cluster 1,9,57.17
miigegap-1,Cluster 1,11,54.82
mkdnifaf-1,Cluster 1,16,125.40
mkemaabb-1,Cluster 1,2,40.55
miihnplo-1,Cluster 1,5,99.25
mihkjmoh-1,Cluster 1,8,92.84
miholona-1,Cluster 1,7,46.29
mihlpgpp-1,Cluster 1,2,28.09
miiencnj-1,Cluster 1,0,19.73
mkdlepeb-1,Cluster 1,3,47.78
abgnnhec-1,Cluster 1,5,62.59
miiaheml-1,Cluster 2,6,59.47
mihlmkpi-1,Cluster 1,5,40.64
mhneibom-1,Cluster 1,8,86.65
mkdfcofe-1,Cluster 1,13,109.50
mkcnnoec-1,Cluster 1,6,83.72
micgcdaf-1,Cluster 1,3,55.95
mkmdhedc-1,Cluster 1,4,71.98
mkjgpfap-1,Cluster 1,1,14.95
mklhbibk-1,Cluster 1,6,64.30
mkckgjai-1,Cluster 1,1,16.35
mkcilgoj-1,Cluster 1,11,111.99
mkhiclbm-1,Cluster 1,3,68.50
mkjiglmf-1,Cluster 1,9,44.43
mkcnedmj-1,Cluster 1,18,85.30
mkmefcia-1,Cluster 1,3,34.73
mkcmbeab-1,Cluster 1,2,69.09
mkcjcmnf-1,Cluster 1,12,88.73
mklkpicn-1,Cluster 1,12,85.57
mkmdmhdj-1,Cluster 1,9,132.13
mkcpfjem-1,Cluster 1,2,20.32
mkchpfgi-1,Cluster 1,8,78.62
mkmkoida-1,Cluster 1,7,110.36
mklmdepg-1,Cluster 1,6,92.75
mklfpmaj-1,Cluster 1,6,78.12
mkcpidfa-1,Cluster 1,6,56.31
mkchkdod-1,Cluster 1,11,79.97
mkdaibfl-1,Cluster 1,8,102.32
mklmabek-1,Cluster 1,13,83.81
mkdbiedp-1,Cluster 1,2,20.50
mklfndpj-1,Cluster 1,10,125.04
mkcockkk-1,Cluster 1,4,66.29
mkcmedkd-1,Cluster 1,6,47.55
mkcfcjjl-1,Cluster 1,4,72.20
mkhcmgdl-1,Cluster 1,11,200.04
mkmhgjeh-1,Cluster 1,10,93.74
mkmjmfhb-1,Cluster 1,8,98.08
mkcopmmc-1,Cluster 1,15,137.73
mkcoimmo-1,Cluster 1,12,73.47
mkfnbmdd-1,Cluster 1,7,63.08
mkgocflc-1,Cluster 1,6,98.49
mkgnofeo-1,Cluster 1,5,54.55
mkfgnknm-1,Cluster 1,6,94.15
mkfomiml-1,Cluster 1,6,60.33
mkffopge-1,Cluster 1,6,87.51
mkfjmoma-1,Cluster 1,12,116.55
mkfkhnlj-1,Cluster 1,12,100.47
mkfmgddl-1,Cluster 1,1,125.40
mkfnaifd-1,Cluster 1,7,91.22
mkeliokp-1,Cluster 1,5,73.38
mkgpipio-1,Cluster 1,6,70.08
mkfjldoa-1,Cluster 1,2,35.45
mkgoanbj-1,Cluster 2,0,38.38
mkhbffen-1,Cluster 1,7,52.97
mkfgjhkg-1,Cluster 1,7,89.82
mkfjcjii-1,Cluster 1,7,83.63
abgkpimn-1,Cluster 1,4,95.60
mkfolkel-1,Cluster 1,8,63.63
mkekgbca-1,Cluster 1,4,77.35
abgphfdj-1,Cluster 1,12,89.36
mkfipfme-1,Cluster 1,5,102.87
mkgnnelo-1,Cluster 1,3,88.73
mkffiphg-1,Cluster 1,3,96.82
mkfiaehl-1,Cluster 1,4,97.90
mkgmfpba-1,Cluster 1,1,20.05
glleaebh-1,Cluster 1,1,68.95
egngokhb-1,Cluster 2,0,37.62
gobpdama-1,Cluster 1,0,80.24
gobcogdj-1,Cluster 1,0,190.06
egnggdhd-1,Cluster 2,0,41.81
gobffooc-1,Cluster 1,0,135.20
egoagjde-1,Cluster 2,0,69.95
glkncfpp-1,Cluster 2,0,26.78
goalcihl-1,Cluster 2,0,59.29
gobdmpgo-1,Cluster 1,1,87.24
gobicnkl-1,Cluster 1,0,14.22
goceogon-1,Cluster 1,0,39.42
gocdbkom-1,Cluster 1,1,53.15
egohealc-1,Cluster 2,1,64.48
glkpcdeo-1,Cluster 1,0,58.48
gocckkgf-1,Cluster 1,1,56.26
gobhacge-1,Cluster 1,0,50.12
gocdgien-1,Cluster 1,1,236.44
gobinfog-1,Cluster 1,2,52.83
gobjfiab-1,Cluster 1,0,90.04
glmkkkpk-1,Cluster 2,0,34.09
glkpflkf-1,Cluster 2,1,88.91
gobdfjnd-1,Cluster 1,3,238.74
glniabjm-1,Cluster 2,0,42.94
gocabmlh-1,Cluster 1,1,78.39
gobekcod-1,Cluster 1,2,124.45
glnkjcfm-1,Cluster 2,1,107.74
glmgenbm-1,Cluster 2,1,74.60
gllllloc-1,Cluster 2,0,10.93
obkpalch-1,Cluster 2,0,63.40
glmegaeg-1,Cluster 2,0,59.74
gllojjho-1,Cluster 2,0,27.77
gobbkien-1,Cluster 1,2,236.80
gobbehgg-1,Cluster 2,3,72.20
egobgcpk-1,Cluster 2,1,67.96
egoakido-1,Cluster 2,0,15.53
egohikcg-1,Cluster 2,0,29.13
odibjola-1,Cluster 2,0,123.41
glnjnnnn-1,Cluster 2,0,48.05
gohinlil-1,Cluster 1,1,77.58
glcmfojd-1,Cluster 2,2,105.98
glnjjcnp-1,Cluster 2,0,47.32
gllldbmf-1,Cluster 1,0,158.18
odjmejnh-1,Cluster 2,0,200.67
gllodidc-1,Cluster 2,1,74.64
egoadpnm-1,Cluster 2,0,51.79
glmhegkf-1,Cluster 2,0,66.20
egnnkgho-1,Cluster 2,0,13.41
egnncmcj-1,Cluster 2,1,88.28
glnlhdgj-1,Cluster 2,0,58.52
glcmhein-1,Cluster 2,0,24.43
glnimgke-1,Cluster 2,0,28.04
glmiehpk-1,Cluster 2,1,59.97
glmhoked-1,Cluster 2,2,69.22
glljfdnn-1,Cluster 2,1,14.95
glclbhmc-1,Cluster 2,0,63.04
glclnhck-1,Cluster 2,0,19.87
goebgdmb-1,Cluster 2,0,67.24
glcnkngj-1,Cluster 2,0,79.97
glmlmjhj-1,Cluster 2,0,38.92
glnlobne-1,Cluster 2,0,84.49
glnmejdc-1,Cluster 2,0,54.19
glmhoffc-1,Cluster 2,0,58.52
goagjamn-1,Cluster 1,4,179.50
emjeegjb-1,Cluster 1,1,34.82
emipmmof-1,Cluster 1,0,111.31
ehchnjbf-1,Cluster 1,0,61.28
goahlakf-1,Cluster 1,1,21.72
ehdjejml-1,Cluster 1,0,86.11
goaaibhg-1,Cluster 1,1,29.35
gnpplklm-1,Cluster 1,0,84.94
goafonde-1,Cluster 1,1,113.97
goaippkc-1,Cluster 1,2,116.95
goajaomj-1,Cluster 1,0,29.76
egohlnmd-1,Cluster 1,0,28.36
ehdinbjm-1,Cluster 1,0,122.69
goacaamf-1,Cluster 1,0,100.02
ehdlandn-1,Cluster 1,0,69.59
gnpokbnc-1,Cluster 1,0,41.50
goahljfa-1,Cluster 1,0,47.46
goahmjbc-1,Cluster 1,1,147.57
ehdkafbn-1,Cluster 1,0,67.19
glcifkbl-1,Cluster 2,0,51.84
goakhogl-1,Cluster 1,1,119.84
ehdkpplm-1,Cluster 1,0,47.46
glkjldmo-1,Cluster 1,2,95.28
ehdlmlml-1,Cluster 1,0,42.58
egnidfkg-1,Cluster 2,0,33.51
ehdcenca-1,Cluster 2,1,9.21
ehdfjcba-1,Cluster 1,0,82.68
ehdbhmfl-1,Cluster 1,0,130.73
goacfncd-1,Cluster 1,1,85.66
egoijlac-1,Cluster 1,0,25.65
ehdpbndb-1,Cluster 1,0,46.56
odhpcagb-1,Cluster 2,0,207.85
ehceiblj-1,Cluster 1,1,147.71
ehdiihba-1,Cluster 1,0,36.71
ehdpamcg-1,Cluster 1,3,136.73
glkpjpma-1,Cluster 2,1,79.48
odiahgkh-1,Cluster 2,0,178.05
glklnifb-1,Cluster 1,0,170.65
gobnckaa-1,Cluster 1,1,137.73
gobmmimp-1,Cluster 1,0,253.24
gllanipe-1,Cluster 2,0,76.22
gllankmc-1,Cluster 2,2,68.32
gobkjnil-1,Cluster 1,2,162.61
goblplbo-1,Cluster 1,1,133.98
gocakgjp-1,Cluster 1,0,174.94
gocbmkap-1,Cluster 1,0,10.48
emiohmbm-1,Cluster 1,1,26.91
ehdhnmfd-1,Cluster 1,1,98.17
ehdibbhb-1,Cluster 1,2,108.92
ehbpofkj-1,Cluster 1,1,242.85
gocjgmon-1,Cluster 1,2,60.78
goceplan-1,Cluster 1,0,86.38
emjclanm-1,Cluster 1,1,144.32
gocjcbfk-1,Cluster 1,2,140.57
ehdoollj-1,Cluster 1,0,33.64
gociljgh-1,Cluster 1,0,114.20
ehdolnnh-1,Cluster 2,1,69.31
ehdpaclj-1,Cluster 1,0,115.83
egnhinba-1,Cluster 2,0,27.09
gociigle-1,Cluster 1,0,85.84
gociledo-1,Cluster 1,0,45.61
mknnbnio-1,Cluster 2,1,41.36
ohnagili-1,Cluster 1,1,144.36
ohmklgga-1,Cluster 2,0,219.69
mkahlbfm-1,Cluster 1,3,25.74
mkaclphg-1,Cluster 1,7,71.21
mknpdich-1,Cluster 1,6,116.46
mkabalfo-1,Cluster 1,3,60.42
mkkhmfkf-1,Cluster 1,4,65.93
mknpmlnh-1,Cluster 1,2,24.25
mjpooboj-1,Cluster 1,2,39.38
mknpkiaj-1,Cluster 1,3,28.72
mkadhcki-1,Cluster 1,6,84.31
mknoemgh-1,Cluster 1,6,120.93
mkmnikhc-1,Cluster 1,4,39.83
mkklnocg-1,Cluster 1,4,26.73
mkniikkc-1,Cluster 1,4,56.58
mkkobbag-1,Cluster 1,2,60.51
mklbhbho-1,Cluster 1,1,28.54
mknjljpo-1,Cluster 1,6,91.17
ehfaohkn-1,Cluster 2,0,68.64
mknlbdaj-1,Cluster 1,5,56.31
mkmamohd-1,Cluster 1,7,130.41
mknhcicl-1,Cluster 1,2,73.47
mkmcgklk-1,Cluster 1,3,65.25
mklailok-1,Cluster 1,7,89.27
mklonikp-1,Cluster 1,8,73.33
mknaednd-1,Cluster 1,2,28.76
mknkkbog-1,Cluster 1,0,9.03
mknmdppm-1,Cluster 1,2,31.74
mkmmpchb-1,Cluster 1,8,46.06
mkmncfaj-1,Cluster 1,7,95.32
mkknedjm-1,Cluster 1,0,96.95
mkldmpjc-1,Cluster 1,0,23.80
micjmnmf-1,Cluster 2,1,49.36
glldkgen-1,Cluster 2,1,103.32
mkmnjjgl-1,Cluster 1,6,34.73
mkklldab-1,Cluster 1,5,83.13
mkmceefh-1,Cluster 1,6,44.80
micgcjlb-1,Cluster 2,1,56.49
mknadpkn-1,Cluster 1,0,18.02
mkkadfal-1,Cluster 1,6,90.04
mkldleko-1,Cluster 1,4,39.15
mknbnklc-1,Cluster 1,1,20.50
mknfmpbo-1,Cluster 1,3,49.90
mkkmmahn-1,Cluster 1,4,69.41
mkahhffh-1,Cluster 1,5,85.89
micjkcim-1,Cluster 2,0,81.69
mkmloomm-1,Cluster 1,4,95.42
mklodilj-1,Cluster 1,6,82.73
mkmmhpbl-1,Cluster 1,5,49.13
mkafannm-1,Cluster 1,8,49.36
mkljcldf-1,Cluster 1,3,76.36
miciolfa-1,Cluster 2,0,19.33
mkmlelgc-1,Cluster 1,3,70.13
mkmgobgd-1,Cluster 1,8,90.94
mklikbbi-1,Cluster 1,9,79.34
micilehk-1,Cluster 2,0,86.65
mkldphbp-1,Cluster 1,13,87.24
mkligoio-1,Cluster 1,6,61.41
mkjkjilg-1,Cluster 1,1,47.41
mkjeicjp-1,Cluster 1,7,88.78
mkmkjkcj-1,Cluster 1,11,111.85
mifiaolc-1,Cluster 1,6,86.29
mhemnngm-1,Cluster 2,1,57.62
mignhkle-1,Cluster 1,8,119.75
miemplgl-1,Cluster 1,2,68.64
ehijagek-1,Cluster 2,1,77.22
mhfepkdf-1,Cluster 2,1,56.58
ohmgdnac-1,Cluster 2,1,153.26
ohmjhcei-1,Cluster 2,1,35.45
mifdbljm-1,Cluster 1,10,119.44
mifafema-1,Cluster 1,4,56.72
mieomakb-1,Cluster 1,8,129.96
miegabca-1,Cluster 1,9,120.75
mielghnb-1,Cluster 1,4,71.03
mihagdka-1,Cluster 1,3,55.41
midjkapp-1,Cluster 2,0,31.93
middphmg-1,Cluster 1,3,76.18
mjopbmce-1,Cluster 1,7,77.49
glknlbif-1,Cluster 2,0,69.13
ehiieono-1,Cluster 2,0,34.18
gllbalej-1,Cluster 2,1,63.81
midifble-1,Cluster 2,0,66.06
midhepnd-1,Cluster 2,3,64.08
mkbkjlae-1,Cluster 1,2,24.07
mkbkpbem-1,Cluster 1,11,86.79
micacnjb-1,Cluster 2,2,42.18
midepomi-1,Cluster 1,2,24.47
midigkop-1,Cluster 2,0,65.75
mkbmfpgl-1,Cluster 1,8,84.40
midlajef-1,Cluster 2,1,62.36
mjocmfgm-1,Cluster 1,4,61.55
mjooklke-1,Cluster 1,9,42.27
midgkabc-1,Cluster 2,1,65.66
mkcejjik-1,Cluster 1,4,112.12
midfkjnj-1,Cluster 2,1,44.75
micnjhfl-1,Cluster 1,4,103.63
midanbdl-1,Cluster 1,4,66.02
middjhmk-1,Cluster 1,3,62.18
ehiihjmm-1,Cluster 2,1,46.51
mkcfabnc-1,Cluster 1,4,47.32
miclmohl-1,Cluster 1,6,86.20
mkcapjcj-1,Cluster 1,11,147.12
micnfgko-1,Cluster 1,12,121.61
midbjpcc-1,Cluster 1,3,63.04
mkbldagg-1,Cluster 1,2,84.31
mieollgl-1,Cluster 1,1,32.24
mielhnfa-1,Cluster 1,11,206.50
midbnmdk-1,Cluster 1,1,41.09
mjomlnbb-1,Cluster 1,7,106.16
mkbmkelo-1,Cluster 1,9,120.12
glledfba-1,Cluster 2,0,25.06
micalmfk-1,Cluster 2,0,28.18
mkbnnecm-1,Cluster 1,2,63.63
mjpnleab-1,Cluster 1,0,38.34
mjofcjge-1,Cluster 1,11,105.44
mjpgpkfm-1,Cluster 1,8,101.60
mjpmccoe-1,Cluster 1,3,35.31
gllehfgm-1,Cluster 2,2,62.72
mjpnilpd-1,Cluster 1,5,59.34
mjplppek-1,Cluster 1,10,66.74
mjpmeabf-1,Cluster 1,9,82.46
lokpamck-1,Cluster 1,0,21.00
mabcobah-1,Cluster 1,8,100.29
lonjmhlk-1,Cluster 1,5,85.39
longjcih-1,Cluster 2,3,66.11
mkhehhed-1,Cluster 2,1,68.23
lopfadib-1,Cluster 1,10,89.27
loohplfo-1,Cluster 1,2,74.73
looafmpf-1,Cluster 1,7,80.97
lonphdak-1,Cluster 1,2,38.20
loobnpbk-1,Cluster 1,2,70.17
ohmnpkfe-1,Cluster 2,0,25.38
mkgfnnbj-1,Cluster 2,3,35.49
lonmgjeo-1,Cluster 1,2,33.91
macadolb-1,Cluster 1,3,166.94
lonmbgmn-1,Cluster 1,0,18.74
lonnmamh-1,Cluster 1,3,46.74
mkjcjnlm-1,Cluster 2,1,37.07
mabgoobk-1,Cluster 1,6,67.37
lonpacpf-1,Cluster 1,10,120.07
mkhlekca-1,Cluster 2,0,100.20
lopblabc-1,Cluster 1,2,56.17
looaijmd-1,Cluster 2,1,64.75
macaookg-1,Cluster 2,0,44.93
mkimngnj-1,Cluster 1,0,63.49
mabgkmpe-1,Cluster 1,3,189.16
mkimicli-1,Cluster 2,0,78.93
lpbbbame-1,Cluster 1,4,96.77
mabopbfd-1,Cluster 2,2,54.37
lonpanpe-1,Cluster 1,3,40.28
lopbbepg-1,Cluster 1,9,71.39
mkiobojh-1,Cluster 2,0,18.02
loochdkp-1,Cluster 1,4,126.71
ohmnaahl-1,Cluster 2,0,25.29
looealga-1,Cluster 1,1,30.80
loogjale-1,Cluster 1,1,35.18
mkhaimbl-1,Cluster 2,0,53.33
mabigbkj-1,Cluster 1,3,59.43
mkiocgdo-1,Cluster 1,0,125.31
lpblcaah-1,Cluster 1,7,72.88
loobknbg-1,Cluster 2,1,65.48
lpbbjjdd-1,Cluster 1,6,98.21
lpbbiofm-1,Cluster 2,5,63.76
lopbblbc-1,Cluster 1,2,77.08
lopbbaba-1,Cluster 1,6,77.31
loomoamo-1,Cluster 1,0,53.06
looofeio-1,Cluster 1,6,49.40
lpblfbgp-1,Cluster 1,7,116.59
lonmbeom-1,Cluster 2,0,36.80
mkiodkap-1,Cluster 1,1,304.62
mkfpegnh-1,Cluster 2,1,82.09
mkfpfpck-1,Cluster 2,0,8.58
lpbljnhh-1,Cluster 1,1,31.20
lpbeobne-1,Cluster 1,8,81.37
lpbljnna-1,Cluster 1,5,62.81
lpbnjfbp-1,Cluster 1,5,29.49
lopbeijb-1,Cluster 1,3,75.64
loomgkia-1,Cluster 1,6,67.73
maboajhc-1,Cluster 2,1,15.71
manbjjnc-1,Cluster 1,0,84.22
manchpia-1,Cluster 1,1,94.33
mkjcfmbo-1,Cluster 2,0,79.84
mkjajmfk-1,Cluster 1,0,162.52
manalaak-1,Cluster 2,1,61.41
mkjccgkh-1,Cluster 1,3,110.05
ohmmnkga-1,Cluster 2,1,165.63
mjpgmmip-1,Cluster 1,1,55.14
mkkgiabg-1,Cluster 1,2,16.03
